TRACKNR;KMSTR_E;KMEND_E;KMSTR_V;KMEND_V;TRACKNAME;TRACKSHCUT
9167;100000000;100550058;  0,0 +   0;  5,5 +  58;Harsewinkel - Harsewinkel West;Harsewinkel - Harsewinkel West
9168;100000000;102050000;  0,0 +   0; 20,5 +   0;Holzhausen-Heddinghausen - Bohmte Ost;Holzhausen - Bohmte
9169;100000000;101380000;  0,0 +   0; 13,8 +   0;Bohmte East - Schwegermoor;Bohmte - Schwegermoor
9170;100000000;105890000;  0,0 +   0; 58,9 +   0;Celle North - Soltau (Han) South;Celle - Soltau
9171;100000000;101200000;  0,0 +   0; 12,0 +   0;Soltau (Han) South - Neuenkirchen (Kr Soltau);Soltau South - Neuenkirchen
9172;100000000;102390000;  0,0 +   0; 23,9 +   0;Beckedorf - Munster (Örtze) South;Beckedorf - Munster
9173;100000000;105060005;  0,0 +   0; 50,6 +   5;Celle North - Wittingen West, W 4;Celle - Wittingen
9174;100000000;100560000;  0,0 +   0;  5,6 +   0;Beedenbostel - Mariaglueck;Beedenbostel - Mariaglueck
9175;100000000;103470000;  0,0 +   0; 34,7 +   0;Wittingen West - Ruehen;Wittingen - Ruehen
9176;100000000;102370064;  0,0 +   0; 23,7 +  64;Barntrup - Rinteln Industriebahn;Barntrup - Rinteln
9177;100000000;102030050;  0,0 +   0; 20,3 +  50;Rinteln North - Stadthagen West;Rinteln - Stadthagen
9178;100000000;100630030;  0,0 +   0;  6,3 +  30;Wunstorf - Bokeloh (Kr Neust.am Ruebenbg);Wunstorf - Bokeloh
9180;100000000;103190054;  0,0 +   0; 31,9 +  54;Vorwohle - Emmerthal, W 32;Vorwohle - Emmerthal
9182;101070000;101740080; 10,7 +   0; 17,4 +  80;Juliusmuehle - Dassel;Juliusmuehle - Dassel
9190;100000000;102420036;  0,0 +   0; 24,2 +  36;Beddingen VPS, WE 3001 - Salzgitter Voßpass;Beddingen - Salzgitter Voßpass
9191;100000000;100130028;  0,0 +   0;  1,3 +  28;NE-Str 9190, Km 6,099, Stw Wn - Salzgitter Huette Nord;Salzgitter Stw Wn - Huette
9192;100000000;100160070;  0,0 +   0;  1,6 +  70;NE-Str 9190, Stw W 1 - Sg-Immendorf West;Salzgitter Stw Wn - Immendorf
9193;100000000;100600016;  0,0 +   0;  6,0 +  16;Salzgitter Huette South - Salzgitter-Engelnstedt;Salzgitter Huette - Engelnstadt
9194;100000000;100270099;  0,0 +   0;  2,7 +  99;Salzgitter-Calbecht - Sg-Haverlahwiese;SZ Calbecht - Haverlahwiese
9195;100000000;100380020;  0,0 +   0;  3,8 +  20;NE-Str 9193, Km 0,617 - Schacht Konrad I;SZ Beddingen - Schacht Konrad
9196;100000000;100330087;  0,0 +   0;  3,3 +  87;NE-Str 9191, Km 1,642 - Sg-Beddingen Hafen;Salzgitter Beddingen - Hafen
9197;101690000;102130000; 16,9 +   0; 21,3 +   0;former Track - Hornburg (Kr Wolfenbuettel) - Boerßum;former Track 9197
9198;100000000;102400025;  0,0 +   0; 24,0 +  25;Peine East - Broistedt Nord;Peine - Broistedt
9199;100000000;100770052;  0,0 +   0;  7,7 +  52;Broistedt North - Salzgitter-Engelnstedt;Broistedt - Salzgitter
9200;100000000;102520060;  0,0 +   0; 25,2 +  60;Lathen - Werlte;Lathen - Werlte
9201;99979905;105090006; -0,2 + -94; 50,9 +   6;Meppen, W 38 - Essen (Oldb);Meppen - Essen (Oldb)
9202;100000078;100160050;  0,0 +  78;  1,6 +  50;Meppen, W 37  - Meppen Emshafen;Meppen - Emshafen
9203;101090050;107600090; 10,9 +  50; 76,0 +  90;Achterberg - Coevorden BE, (NS);Achterberg - Coevorden
9204;100000000;100930030;  0,0 +   0;  9,3 +  30;Ahaus, W 44 - Alstaette;Ahaus - Alstaette
9205;100000000;102930023;  0,0 +   0; 29,3 +  23;former Track - Borken (Westf), W 61 - Ahaus;former Track 9205
9206;100000000;100920000;  0,0 +   0;  9,2 +   0;former Track - Stadtlohn - Vreden (Westf);former Track 9206
9207;100000000;101240065;  0,0 +   0; 12,4 +  65;Werne Zeche - Bockum-Hoevel, W 33;Werne Zeche - Bockum-Hoevel
9208;100100049;104820030;  1,0 +  49; 48,2 +  30;Osnabrueck-Eversburg, W 41 - Altenrheine;Osnabrueck - Altenrheine
9209;100000000;100720075;  0,0 +   0;  7,2 +  75;Achterberg - Ochtrup/Brechte;Achterberg - Ochtrup
9210;100000000;101660096;  0,0 +   0; 16,6 +  96;Dortmund North - Do-Remberg;Dortmund North - DO-Remberg
9211;100000000;100290094;  0,0 +   0;  2,9 +  94;former Track - Dortmund, Switch Evinger Str. - Hardenberghafen;former Track 9211
9212;100120000;102810017;  1,2 +   0; 28,1 +  17;Lippstadt, former Switch Lippebruecke - Beckum;LP, Switch Lippebruecke - Beckum
9213;100040055;103500031;  0,4 +  55; 35,0 +  31;Neubeckum - Muenster (Westf) Main-St.;Neubeckum - Muenster
9214;100030039;100620013;  0,3 +  39;  6,2 +  13;Neubeckum - Enningerloh;Neubeckum - Enningerloh
9215;99979977;102110010; -0,2 + -22; 21,1 +  10;former Track - Rheda-Wiedenbrueck Sued, W 19 - Delbrueck (Westf);former Track 9215
9216;100000000;103040045;  0,0 +   0; 30,4 +  45;Lippstadt - Warstein;Lippstadt - Warstein
9217;101020000;102520058; 10,2 +   0; 25,2 +  58;Heidberg (Moehne) - Belecke;Heidberg - Belecke
9218;100000000;100370005;  0,0 +   0;  3,7 +   5;Soest - Soest South;Soest - Soest Sued
9220;100000000;100460045;  0,0 +   0;  4,6 +  45;Wanne Übergabebf - Wanne Westhafen;Wanne Übergabebf - Westhafen
9221;100210010;100310000;  2,1 +  10;  3,1 +   0;Switch Wanne Osthafen, W 2 - Wanne Osthafen;Switch Osthafen - Wanne Osthafen
9222;100000000;100070040;  0,0 +   0;  0,7 +  40;Wanne Westhafen, W 98 - Herne Kraftwerk;Wanne Westhaf. - HER Kraftwerk
9223;100000000;100340045;  0,0 +   0;  3,4 +  45;Switch Wanne Übergabebf, W 3 - Wanne Herzogstr;Wanne Übergabebf - Herzogstr.
9224;100060090;100370090;  0,6 +  90;  3,7 +  90;NE-Str 9223 - Wanne Constantin;NE-Str 9223 - Wanne Constantin
9225;100250045;100330080;  2,5 +  45;  3,3 +  80;NE-Str. 9224 - Zechenbahnhof Shamrock 1/2;NE-Str. 9224 - Shamrock 1/2
9230;100000000;101620000;  0,0 +   0; 16,2 +   0;Rheinberg (Rheinl) - Moers;Rheinberg - Moers
9231;101620000;103580000; 16,2 +   0; 35,8 +   0;Moers - Hoerstgen-Sevelen;Moers - Hoerstgen-Sevelen
9240;100000000;100040045;  0,0 +   0;  0,4 +  45;Kirchberg (b Juelich),W 3 - Kirchberg(b Juel.) Jueli.Kreisb.;Kirchberg - Juelicher Kreisbahn
9241;100000000;101520067;  0,0 +   0; 15,2 +  67;Juelich North - Puffendorf;Juelich North - Puffendorf
9242;100000000;100570002;  0,0 +   0;  5,7 +   2;Gillrath - Langbroich-Schierwaldenrath;Gillrath - Schierwaldenrath
9243;100000000;100040015;  0,0 +   0;  0,4 +  15;Geilenkirchen, W 1a - Übergabebf;Geilenkirchen - Übergabebf
9244;100000000;101070000;  0,0 +   0; 10,7 +   0;Kaldenkirchen, W 69 - Holter Heide;Kaldenkirchen - Holter Heide
9245;100000000;100430055;  0,0 +   0;  4,3 +  55;Neusser Eisenbahn Übergabebf - Koelner Straße;Neusser Eisenbahn - Koelner Str
9246;100000000;100400083;  0,0 +   0;  4,0 +  83;Neusser Eisenbahn Übergabebf - Hafengebiet;Neusser Eisenbahn - Hafen
9247;100000000;100080000;  0,0 +   0;  0,8 +   0;Langenfeld (Rheinl), W 52 - Übergabebf;Langenfeld - Übergabebf
9248;100080000;101100062;  0,8 +   0; 11,0 +  62;Langenfeld (Rheinl) Übergabebf - Leverkusen-Rheindorf;Langenfeld Übf - Rheindorf
9249;100000000;100100031;  0,0 +   0;  1,0 +  31;Monheim (Rheinl) - Monheim (Rheinl) Nord;Monheim - Monheim Nord
9250;100000000;100370080;  0,0 +   0;  3,7 +  80;Krefeld South - Krefeld Nord;Krefeld South - Krefeld Nord
9251;100210080;100790047;  2,1 +  80;  7,9 +  47;Krefeld Nord, W 7 - Toenisvorst;Krefeld North - Toenisvorst
9252;100000000;100530000;  0,0 +   0;  5,3 +   0;Krefeld East Hafen - Krefeld Ostbf;KR East Hafen - Krefeld Ostbf
9253;101000000;101160050; 10,0 +   0; 11,6 +  50;Krefeld East Hafen - westliche Zweiglinie;KR East Hafen - westl. Linie
9254;101300080;101450050; 13,0 +  80; 14,5 +  50;St. Hubert - Kempen (Niederrh) KEG;St.Hubert - Kempen
9255;106000000;106530000; 60,0 +   0; 65,3 +   0;Krefeld East Hafen --Holzhafen-- - Uerdingen;Krefeld East Hafen - Uerdingen
9256;103000000;103270000; 30,0 +   0; 32,7 +   0;Krefeld East Hafen - Krefelder Werft;KR East Hafen - Krefelder Werft
9257;102000000;102890000; 20,0 +   0; 28,9 +   0;Krefeld East Hafen - Gellep;Krefeld East Hafen - Gellep
9258;100180000;101180062;  1,8 +   0; 11,8 +  62;Krefeld North - Huelser Berg;Krefeld North - Huelser Berg
9260;100500000;102320008;  5,0 +   0; 23,2 +   8;Koeln Heinrich-Luebke-Ufer - Bornheim-Hersel;Koeln H.-L.Ufer - Bornh.-Hersel
9261;100000000;103110054;  0,0 +   0; 31,1 +  54;Koeln Barbarossaplatz - Bonn Rheinuferbahnhof;Koeln Barbarossaplatz - Bonn
9262;100000000;100660076;  0,0 +   0;  6,6 +  76;Bruehl-Vochem - Koeln-Godorf Hafen;Vochem - Koeln-Godorf Hafen
9263;100000000;100620060;  0,0 +   0;  6,2 +  60;Huerth-Hermuelheim - Huerth-Berrenrath;Huerth-Hermuelheim - Berrenrath
9264;100000000;100130049;  0,0 +   0;  1,3 +  49;Wesseling - Koeln-Godorf Hafen;Wesseling - Koeln-Godorf Hafen
9265;100000000;100480025;  0,0 +   0;  4,8 +  25;Hersel - Bonn Gbf, W 21;Hersel - Bonn Gbf
9266;100000000;100150014;  0,0 +   0;  1,5 +  14;Hersel - Bonn-Buschdorf;Hersel - Bonn-Buschdorf
9267;182110000;182370000;821,1 +   0;823,7 +   0;former Track - Bonn-Dransdorf - Bonn Ellerbf;former Track 9267
9268;100000000;100150043;  0,0 +   0;  1,5 +  43;Wesseling-Berzdorf - Wesseling;Berzdorf - Wesseling
9269;100000000;100190093;  0,0 +   0;  1,9 +  93;Koeln-Klettenberg - Koeln Eifeltor Übergabebf;K-Klettenberg - Koeln Eifeltor
9270;100000000;100450000;  0,0 +   0;  4,5 +   0;former Track - Wuppertal Loh - Wuppertal-Hatzfeld;former Track 9270
9271;100000000;100190044;  0,0 +   0;  1,9 +  44;Siegen - Eintracht;Siegen - Eintracht
9272;100000000;100120087;  0,0 +   0;  1,2 +  87;Siegen East Gbf, W 728 - Kaan-Marienborn;Siegen East - Kaan-Marienborn
9273;100080000;101620060;  0,8 +   0; 16,2 +  60;Siegen-Weidenau, W 607 - Irmgarteichen-Werthenbach;SI-Weidenau - Werthenbach
9274;100000000;100120000;  0,0 +   0;  1,2 +   0;NE-Str. 9273, km 2,220 - Siegen-Weidenau-Herrenwiese;NE-Str. 9273 - SI-Herrenwiese
9275;100000000;100910080;  0,0 +   0;  9,1 +  80;Herdorf, W 27 - Pfannenberg;Herdorf - Pfannenberg
9276;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Huettental-Weidenau - Huettental-Geiswald;former Track 9276
9277;100000000;100320050;  0,0 +   0;  3,2 +  50;Kreuztal, W 30 - Buschhuetten Siemag;Kreuztal - Buschhuetten Siemag
9278;100000000;101840000;  0,0 +   0; 18,4 +   0;Scheuerfeld - Oberdreisbach, Westerwaldbahn;Scheuerfeld - Oberdreisbach
9279;100000000;100310035;  0,0 +   0;  3,1 +  35;Steinebach Bindweide - Rosenheim (Westerwald);Bindweide - Rosenheim
9280;100000000;100310000;  0,0 +   0;  3,1 +   0;former Track - Hohenlimburg - Hobraeckerweg;former Track 9280
9281;100000000;100030020;  0,0 +   0;  0,3 +  20;Plettenberg, W 856 - Plettenberg Mitte;Plettenberg - Plettenbg Mitte
9282;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Plettenberg Kleinb. - Plettenberg-Oberstadt;former Track 9282
9283;100000000;101440040;  0,0 +   0; 14,4 +  40;Neheim-Huesten RLG - Sundern (Sauerland);Neheim-Huesten RLG - Sundern
9284;100000000;101120002;  0,0 +   0; 11,2 +   2;Neheim-Huesten RLG - Arnsberg (Westf) South;Neheim-Huesten RLG - Arnsberg
9285;101620000;101800000; 16,2 +   0; 18,0 +   0;former Track - Werl RLE - Werl Steinertor;former Track 9285
9286;100000000;101890065;  0,0 +   0; 18,9 +  65;Hamm (Westf) RLG - Lippborg;Hamm RLG - Lippborg
9287;100000000;100190000;  0,0 +   0;  1,9 +   0;Uentrop - Uentrop South;Uentrop - Uentrop Sued
9288;99879981;100850068; -1,2 + -18;  8,5 +  68;Betzdorf (Sieg) - Daaden;Betzdorf (Sieg) - Daaden
9290;100000000;100800090;  0,0 +   0;  8,0 +  90;Minden Fr-Wilh-Str - Todtenhausen;MI Fr-Wilh-Str - Todtenhausen
9291;100000000;101460070;  0,0 +   0; 14,6 +  70;Minden Oberstadt - Hille Hafen;Minden Oberstadt - Hille
9292;100000000;100250010;  0,0 +   0;  2,5 +  10;Minden Fr-Wilh-Str - Minden (Westf);Minden Fr-Wilh-Str - Minden
9293;100000000;100180030;  0,0 +   0;  1,8 +  30;Minden Industriegebiet East - Minden Aminghausen;Minden East - Aminghausen
9294;100000000;100270000;  0,0 +   0;  2,7 +   0;Minden Fr-Wilh-Str - Leteln;Minden Fr-Wilh-Str - Leteln
9295;100000000;100100000;  0,0 +   0;  1,0 +   0;Minden Fr-Wilh-Str - Mi Industriehafen;Minden Fr-Wilh-Str - Hafen
9296;100000000;100100040;  0,0 +   0;  1,0 +  40;Minden Oberstadt - Westhafen;Minden Oberstadt - Hafen West
9297;100000000;100250000;  0,0 +   0;  2,5 +   0;Minden Fr-Wilh-Str - Osthafen;MI Fr-Wilh-Str - Hafen Ost
9298;100000000;100180000;  0,0 +   0;  1,8 +   0;Minden Stadt - Abstieghafen;Minden Stadt - Hafen
9299;100000000;101250000;  0,0 +   0; 12,5 +   0;Minden Fr-Wilh-Str - Kleinenbremen;MI Fr-Wilh-Str - Kleinenbremen
9300;100000000;100010020;  0,0 +   0;  0,1 +  20;Brohl, W 4 - Übergabebf;Brohl - Übergabebf
9301;100000000;100100045;  0,0 +   0;  1,0 +  45;Brohl Übergabebahnhof - Hafen;Brohl Übergabebf - Hafen
9302;100000000;101870070;  0,0 +   0; 18,7 +  70;Brohl Übergabebahnhof - Engeln;Brohl Übergabebf - Engeln
9303;100000030;101100086;  0,0 +  30; 11,0 +  86;Juelich - Linnich;Juelich - Linnich
9304;100000000;101450088;  0,0 +   0; 14,5 +  88;Juelich - Dueren;Juelich - Dueren
9305;102590065;102680059; 25,9 +  65; 26,8 +  59;Kirchberg (b Juelich), W 10 - Juelich, W 80;Kirchberg - Juelich
9306;100090038;103000064;  0,9 +  38; 30,0 +  64;Dueren - Heimbach (Eifel);Dueren - Heimbach
9307;102690062;102750086; 26,9 +  62; 27,5 +  86;Juelich, W 74 - Juelich;Juelich - Juelich
9310;100000000;100440075;  0,0 +   0;  4,4 +  75;Trier Moselbf - Ruwer West;Trier - Ruwer
9311;100000000;100090080;  0,0 +   0;  0,9 +  80;Bullay DB - Bullay South;Bullay DB - Sued
9320;100000000;100530000;  0,0 +   0;  5,3 +   0;Neubruecke (Nahe) - Birkenfeld (Nahe), G-Bahn;Neubruecke - Birkenfeld
9321;100240030;101980050;  2,4 +  30; 19,8 +  50;Merzig (MBE) East - Nunkirchen (MBE), G-Bahn;Merzig - Nunkirchen
9340;100000000;101630000;  0,0 +   0; 16,3 +   0;Bad Duerkheim RHB - Ludwigshafen-Oggersheim RHB;Bad Duerkheim - LU-Oggersheim
9350;100000000;100380060;  0,0 +   0;  3,8 +  60;Reinheim (Odenw) - Groß Bieberau;Reinheim - Groß Bieberau
9360;100000000;101580080;  0,0 +   0; 15,8 +  80;Frankfurt-Hoechst - Koenigstein (Taunus);Frankfurt-Hoechst - Koenigstein
9361;99989934;102300025; -0,1 + -65; 23,0 +  25;Kahl (Main) - Schoellkrippen;Kahl - Schoellkrippen
9362;100000000;100620070;  0,0 +   0;  6,2 +  70;Waechtersbach - Bad Orb;Waechtersbach - Bad Orb
9370;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Dehrn - Kerkerbach;former Track 9370
9371;100000000;101070000;  0,0 +   0; 10,7 +   0;Butzbach East - Trais-Muenzenberg;Butzbach - Trais-Muenzenberg
9372;100000000;100480000;  0,0 +   0;  4,8 +   0;Butzbach East - Pohlgoens;Butzbach - Pohlgoens
9373;100000000;101060000;  0,0 +   0; 10,6 +   0;Griedel - Bad Nauheim Nord;Griedel - Bad Nauheim
9374;99979972;102950050; -0,2 + -27; 29,5 +  50;Friedrichsdorf (Taunus), W 405 - Graevenwiesbach;Friedrichsd. - Graevenwiesbach
9380;100000000;102560098;  0,0 +   0; 25,6 +  98;Bad Hersfeld Kreisbf - Heimboldshausen;Bad Hersfeld - Heimboldshausen
9390;100070056;103340000;  0,7 +  56; 33,4 +   0;Kassel-Wilhelmshoehe W 565 - Naumburg (Bz Kassel);Kassel-Wilhelmshoehe - Naumburg
9400;103630060;105430020; 36,3 +  60; 54,3 +  20;Weinheim (Bergstr) OEG - Mannheim Main-St.;Weinheim - Mannheim
9401;102000020;103630060; 20,0 +  20; 36,3 +  60;Heidelberg Bismarckplatz - Weinheim (Bergstr) OEG;Heidelberg - Weinheim
9402;100000000;102000020;  0,0 +   0; 20,0 +  20;Mannheim Kurpfalzbruecke - Heidelberg Bismarckplatz;Mannheim - Heidelberg
9403;100000000;100650020;  0,0 +   0;  6,5 +  20;Heddesheim (Baden) Ort - Mannheim-Kaefertal OEG;Heddesheim - Mannheim
9404;100000000;100340000;  0,0 +   0;  3,4 +   0;Mannheim-Waldhof - Mhm-Sandhofen, G-Bahn;Mannheim Waldhof - Sandhofen
9410;99989999;101690090; -0,1 +   0; 16,9 +  90;Neckarbischofsheim North - Hueffenhardt;Neckarbischofsh. - Hueffenhardt
9411;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Wiesloch Stadt - Waldangelloch;former Track 9411
9412;100000000;101590050;  0,0 +   0; 15,9 +  50;Bruchsal - Odenheim Ost;Bruchsal - Odenheim
9413;100000000;101470070;  0,0 +   0; 14,7 +  70;Ubstadt Ort - Menzingen (Baden);Ubstadt - Menzingen
9414;100000000;100370040;  0,0 +   0;  3,7 +  40;former Track - Wiesloch-Walldorf - Wellpappe;former Track 9414
9420;100000000;102580034;  0,0 +   0; 25,8 +  34;Karlsruhe Albtalbf - Bad Herrenalb;Karlsruhe - Bad Herrenalb
9421;100000000;101470035;  0,0 +   0; 14,7 +  35;Busenbach - Ittersbach;Busenbach - Ittersbach
9422;100000000;100120014;  0,0 +   0;  1,2 +  14;Ettlingen Stadt - Ettlingen West;Ettlingen Stadt - West
9423;99939924;101270000; -0,6 + -75; 12,7 +   0;Buehl (Baden) F, Gl 336 - Stollhofen;Buehl - Stollhofen
9424;102400070;102950000; 24,0 +  70; 29,5 +   0;Schwarzach (Baden) - Scherzheim, G-Bahn;Schwarzach - Scherzheim
9425;100000000;100020085;  0,0 +   0;  0,2 +  85;Lahr (Schwarzw) - Lahr West, G-Bahn;Lahr - West
9426;99979904;101070000; -0,2 + -95; 10,7 +   0;Achern, Gl 519 - Ottenhoefen;Achern - Ottenhoefen
9427;100000030;101060020;  0,0 +  30; 10,6 +  20;Biberach (Baden) - Oberharmersbach-Riersbach;Biberach - Oberharmersbach
9428;100000000;100240035;  0,0 +   0;  2,4 +  35;Stollhofen - Soellingen (b Rastatt);Stollhofen - Soellingen
9429;101370070;102000059; 13,7 +  70; 20,0 +  59;Eggenstein - Linkenheim-Hochstetten;Eggenstein - Linkenheim
9430;100290048;100560080;  2,9 +  48;  5,6 +  80;Huefingen, W 301 - Braeunlingen Bahnhof;Huefingen - Braeunlingen
9431;100000000;102590010;  0,0 +   0; 25,9 +  10;Riegel - Breisach;Riegel - Breisach
9432;100000060;101360030;  0,0 +  60; 13,6 +  30;Riegel Ort - Gottenheim;Riegel - Gottenheim
9433;100010000;100520032;  0,1 +   0;  5,2 +  32;Bad Krozingen - Staufen, W 4;Bad Krozingen - Staufen
9434;100000046;100580060;  0,0 +  46;  5,8 +  60;Staufen, W 4 - Muenstertal (Schwarzwald);Staufen - Muenstertal
9440;100000000;101290030;  0,0 +   0; 12,9 +  30;Haltingen - Kandern;Haltingen - Kandern
9460;99989979;102790020; -0,1 + -20; 27,9 +  20;Eyach HZL - Hechingen Landesb;Eyach - Hechingen
9461;99959989;104300033; -0,4 + -10; 43,0 +  33;Kleinengstingen - Sigmaringen Landesb;Kleinengstingen - Sigmaringen
9462;100010077;100960099;  0,1 +  77;  9,6 +  99;Switch Sigmaringendorf, W 201 - Hanfertal;Sigmaringendorf - Hanfertal
9463;99959969;100410020; -0,4 + -30;  4,1 +  20;Trossingen Bahnhof - Trossingen Stadt;Trossingen Bahnhof - Stadt
9464;99969981;100820000; -0,3 + -18;  8,2 +   0;Albstadt-Ebingen - Albstadt-Onstmettingen;Ebingen - Onstmettingen
9465;99989952;100840000; -0,1 + -47;  8,4 +   0;Nuertingen, W 50 - Neuffen;Nuertingen - Neuffen
9466;100000000;102690042;  0,0 +   0; 26,9 +  42;Hechingen Landesb - Gammertingen;Hechingen - Gammertingen
9470;99989975;101990000; -0,1 + -24; 19,9 +   0;Amstetten (Wuertt), W 9 - Gerstetten;Amstetten - Gerstetten
9471;100000000;101900000;  0,0 +   0; 19,0 +   0;Amstetten (Wuertt) - Laichingen;Amstetten - Laichingen
9486;100000051;102230000;  0,0 +  51; 22,3 +   0;Korntal, Gl 7 - Weissach;Korntal - Weissach
9487;99989971;100720000; -0,1 + -28;  7,2 +   0;Vaihingen (Enz) Nord, W 5 - Enzweihingen;Vaihingen North - Enzweihingen
9490;100010000;103920020;  0,1 +   0; 39,2 +  20;Moeckmuehl - Doerzbach;Moeckmuehl - Doerzbach
9491;99979974;102260000; -0,2 + -25; 22,6 +   0;Bad Friedrichshall Main-St. - Ohrnberg;Friedrichshall - Ohrnberg
9492;99939959;101850000; -0,6 + -40; 18,5 +   0;Gaildorf West, W 533 - Untergroeningen;Gaildorf - Untergroeningen
9496;100300091;100750093;  3,0 +  91;  7,5 +  93;Groetzingen, W 13 - Soellingen AVG;Groetzingen - Soellingen AVG
9520;100000000;100220000;  0,0 +   0;  2,2 +   0;Aschaffenburg-Nilkheim, W 1 - Aschaffenburg Hafen;Aschaffenburg Nilkheim - Hafen
9530;100250000;100310054;  2,5 +   0;  3,1 +  54;Augsburg Main-St. - Augsburg Ring;Augsburg Main-St. - Augsburg Ring
9531;100280000;101750038;  2,8 +   0; 17,5 +  38;Augsburg Ring - Augsburg-Haunstetten;Augsburg Ring - Haunstetten
9532;100000000;100480000;  0,0 +   0;  4,8 +   0;Augsburg Lech - Augsburg-Lechhausen, G-Bahn;Augsburg Lech - Lechhausen
9533;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Augsburg Hessenbachstraße - Au-Pfersee;former Track 9533
9534;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Augsburg Stadion - Au-Goeggingen;former Track 9534
9535;100000000;100100060;  0,0 +   0;  1,0 +  60;Augsburg Morellstraße, W 848 - Augsburg West, G-Bahn;Augsburg Morellstraße - West
9540;100000000;101870000;  0,0 +   0; 18,7 +   0;Garmisch-Partenkirchen - Zugspitzplatt;Garmisch-Part. - Zugspitzplatt
9560;99979973;101230050; -0,2 + -26; 12,3 +  50;Schaftlach, W 25 - Tegernsee;Schaftlach - Tegernsee
9570;100000000;100760060;  0,0 +   0;  7,6 +  60;Brannenburg - Wendelstein;Brannenburg - Wendelstein
9571;99989998;100170000; -0,1 +  -1;  1,7 +   0;Prien am Chiemsee - Stock, Chiemsee-Anleger;Prien - Stock
9580;100010034;101780066;  0,1 +  34; 17,8 +  66;Bad Koetzting - Lam;Bad Koetzting - Lam
9581;99989903;104020060; -0,1 + -96; 40,2 +  60;Gotteszell, W 22 - Blaibach (Oberpf);Gotteszell - Blaibach
9582;99959984;100400014; -0,4 + -15;  4,0 +  14;Deggendorf Main-St., W 29 - Metten Bahnhof;Deggendorf - Metten
9583;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (Regensburg Main-St.) DB-Borderline - Reg Hafen;former Track 9583
9584;100090007;100330000;  0,9 +   7;  3,3 +   0;former Track - (Regensburg Ost) DB-Borderline - Reg Petroleum-Hafen;former Track 9584
9585;101510096;103090099; 15,1 +  96; 30,9 +  99;Ebermannstadt - Behringersmuehle;Ebermannst. - Behringersmuehle
9600;100000000;100060087;  0,0 +   0;  0,6 +  87;Kendenich - Fischenich;Kendenich - Fischenich
9601;100000000;100180093;  0,0 +   0;  1,8 +  93;Huerth-Hermuelheim - Fischenich;Huerth-Hermuehlheim - Fischenich
9602;100000000;100050015;  0,0 +   0;  0,5 +  15;Koeln Eifeltor, W 420 - Übergabebahnhof;Koeln Eifeltor - Übergabebf
9603;100000000;100080089;  0,0 +   0;  0,8 +  89;Bruehl Gbf, W 15 - Bruehl-Vochem;Bruehl Gbf - Bruehl-Vochem
9604;100000000;102100040;  0,0 +   0; 21,0 +  40;Koeln-Niehl Hafen - Benzelrath;Koeln-Niehl Hafen - Benzelrath
9605;100000000;100140050;  0,0 +   0;  1,4 +  50;Koeln-Niehl, W 37 - Ford-West/Esso;Koeln-Niehl - Ford-West/Esso
9606;100000000;100400050;  0,0 +   0;  4,0 +  50;Koeln-Bickendorf - Koeln-Melaten;Koeln-Bickendorf - Koeln Melaten
9607;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Koeln-Butzweiler - Koeln-Nippes, W 657;former Track 9607
